timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
59400,594,0,0,1,steady_dark
59500,595,0,0,1,steady_dark
59600,596,0,0,1,steady_dark
59700,597,0,0,1,steady_dark
59800,598,0,0,1,steady_dark
59900,599,0,0,1,steady_dark
60000,600,0,0,1,steady_dark
60100,601,0,0,1,steady_dark
60200,602,0,0,1,steady_dark
60300,603,0,0,1,steady_dark
60400,604,0,0,1,steady_dark
60500,605,0,0,1,steady_dark
60600,606,0,0,1,steady_dark
60700,607,0,0,1,steady_dark
60800,608,0,0,1,steady_dark
60900,609,0,0,1,steady_dark
61000,610,0,0,1,steady_dark
61100,611,0,0,1,steady_dark
61200,612,0,0,1,steady_dark
61300,613,0,0,1,steady_dark
61400,614,0,0,1,steady_dark
61500,615,0,0,1,steady_dark
61600,616,0,0,1,steady_dark
61700,617,0,0,1,steady_dark
61800,618,0,0,1,steady_dark
61900,619,0,0,1,steady_dark
62000,620,0,0,1,steady_dark
62100,621,0,0,1,steady_dark
62200,622,0,0,1,steady_dark
62300,623,0,0,1,steady_dark
62400,624,0,0,1,steady_dark
62500,625,0,0,1,steady_dark
62600,626,0,0,1,steady_dark
62700,627,0,1,1,steady_dark
62800,628,0,1,1,steady_dark
62900,629,0,1,1,steady_dark
63000,630,0,1,1,steady_dark
63100,631,0,1,1,steady_dark
63200,632,0,1,1,steady_dark
63300,633,0,1,1,steady_dark
63400,634,0,1,1,steady_dark
63500,635,0,1,1,steady_dark
63600,636,0,1,1,steady_dark
63700,637,0,0,1,steady_dark
63800,638,0,0,1,steady_dark
63900,639,0,0,1,steady_dark
64000,640,0,0,1,steady_dark
64100,641,0,0,1,steady_dark
64200,642,0,0,1,steady_dark
64300,643,0,0,1,steady_dark
64400,644,0,0,1,steady_dark
64500,645,0,0,1,steady_dark
64600,646,0,0,1,steady_dark
64700,647,0,0,1,steady_dark
64800,648,0,0,1,steady_dark
64900,649,0,0,1,steady_dark
65000,650,0,0,1,steady_dark
65100,651,0,0,1,steady_dark
65200,652,0,0,1,steady_dark
65300,653,0,0,1,steady_dark
65400,654,0,0,1,steady_dark
65500,655,0,0,1,steady_dark
65600,656,0,0,1,steady_dark
65700,657,0,0,1,steady_dark
65800,658,0,0,1,steady_dark
65900,659,0,0,1,steady_dark
66000,660,0,0,1,steady_dark
66100,661,0,0,1,steady_dark
66200,662,0,0,1,steady_dark
66300,663,0,0,1,steady_dark
66400,664,0,0,1,steady_dark
66500,665,0,0,1,steady_dark
66600,666,0,0,1,steady_dark
66700,667,0,0,1,steady_dark
66800,668,0,0,1,steady_dark
66900,669,0,0,1,steady_dark
67000,670,0,0,1,steady_dark
67100,671,0,0,1,steady_dark
67200,672,0,0,1,steady_dark
67300,673,0,0,1,steady_dark
67400,674,0,0,1,steady_dark
67500,675,0,0,1,steady_dark
67600,676,0,0,1,steady_dark
67700,677,0,0,1,steady_dark
